DNI#INT,Nombre#STRING,CUI#INT,Escuela#STRING
70424717,"Rael Duarte Isabel Amaya",20253386,Ingeniería de Sistemas
23337777,"Llanos Martinez Samuel Gabriela",20205735,Ingeniería de Sistemas
16986698,"Montenegro Mena Julia Deiby",20203475,Economía
45632146,"Peláez Castillo Apollo Juan Carlos",20206399,Educación Inicial
95434164,"Lopez Venegas Nerea Santiago Nicolas",20229256,Medicina Humana
36804794,"Covarrubias Cano Diana Emanuella",20225562,Ingeniería Civil
80842175,"Vieira Salamanca Maitê Agustina",20192457,Derecho
17831239,"Camargo Noriega Máximo Ana Cecília",20195429,Ingeniería Ambiental
13777784,"Palma Esparza José Paulo",20182891,Ingeniería Geológica
86004074,"Alves Gaytán Mauricio Jose Carlos",20188423,Ingeniería Industrial
78338492,"Dominguez Pérez Heloisa Mercedes",20250500,Historia
29469593,"Regalado Duran Facundo Joaquin",20191255,Ingeniería Electrónica
19785860,"Ferrán Martinez Laura Lucía",20207422,Ingeniería Industrial
61676838,"Reyes Vélez Gabriel Juan",20236589,Química
21911621,"Aguero Vanegas Tiziano Antonio",20254864,Odontología
47904333,"Ramón Nadal Benicio Thiago",20239692,Educación Secundaria - Matemática y Física
18395429,"Ulloa Ledesma Nazaret Santiago",20197984,Biología
39653375,"Ureña Ramis Camilo Óscar",20239108,Educación Primaria
22415678,"Rodriguez Pelayo Horacio Rolando",20241245,Ingeniería Industrial
75510196,"Julián Díaz Lucas Luís",20217331,Biología
62396463,"Tamayo Díaz Bianca Eladio",20246817,Ingeniería Industrial
58155093,"Galindo Tejada Andrea Luiz Fernando",20252218,Trabajo Social
81435243,"Dias Vélez Heloisa Marcela",20244568,Economía
76888895,"Bastidas Ferreyra Eliana Maya",20188705,Educación Primaria
18142722,"Vargas Sarabia Lola Valentim",20188814,Ingeniería Eléctrica
72908061,"Tejedor Paez Claudio Antonio",20206039,Economía
60006236,"Carrizo Polo Breno Ana María",20224437,Ingeniería Civil
58345990,"Jaimes Martins Thiago Benjamin Luiz Felipe",20223270,Contabilidad
15141803,"Castañeda Bonilla Thiago Emanuel João Felipe",20233732,Farmacia y Bioquímica
19010504,"Osorio Pimenta Federico Jeremias",20211307,Psicología
67924205,"Cunha Valencia Thiago Emanuel Carolina",20198954,Ingeniería de Sistemas
93748787,"Cabrera Ordóñez Edmundo Camilo",20240766,Educación Primaria
15399587,"Tapia Carvalho Cristal Esther",20241320,Ingeniería Geológica
50605489,"Perez Velásquez Felipe Danilo",20211138,Trabajo Social
18623887,"Valenzuela Rios Luigi Socorro",20243569,Educación Secundaria - Matemática y Física
24851860,"Garcia Zapata Caridad Sophia",20181400,Física
74311312,"Azevedo Padilla Nancy Ana Julia",20232593,Educación Primaria
85231920,"Costa Blanco Jorge Sofia",20239952,Ingeniería de Sistemas
58390697,"Montoya Coronel José Marcela",20185081,Administración
80098482,"Vasconcelos Pastor Marcela Valentin",20239766,Derecho
82872772,"Vieira Rojas Junior Quique",20175027,Medicina Humana
18023349,"Saez Agudelo Loreto Agapito",20249542,Economía
74835825,"Gómez Cordoba Santino Gloria",20248150,Química
94719944,"Jimenez Martínez Francesco Dolores",20253567,Literatura y Lingüística
85414107,"Sánchez Ribas Uma  Lívia",20238299,Historia
47762747,"Rezende da Rocha Raquel Tomàs",20171595,Ingeniería Electrónica
79179329,"Gómez Zamorano Johanna Julieta",20246367,Ingeniería Geológica
91424365,"Jesus Montoya Gino Fidel",20212243,Comunicación Social
98861023,"Sisneros Gollum Eva Carmela",20259323,Sociología
96632341,"Gonçalves Martinez Thiago Socorro",20237656,Biología
99308627,"Toledo Novoa Milena José Luis",20249889,Ingeniería Ambiental
54758228,"Zambrano Ayala Efraín José Miguel",20189542,Enfermería
13893345,"Agustí Pérez José Pedro Alma",20177052,Administración
61501651,"Guerra Meléndez Ana Laura Bruno",20185709,Contabilidad
94674624,"Medina Gonzalez Laura Hugo",20206585,Sociología
29829435,"Grijalva Alvarez Domitila Tomàs",20227729,Farmacia y Bioquímica
72905239,"Laboy Casanova Rafael Benjamin",20233259,Ingeniería Geológica
97557108,"Cavalcante Ribeiro Alejo Lucía",20242883,Trabajo Social
23420969,"Pazos Garzón Hugo Sessa",20175799,Medicina Humana
36947124,"Castañeda Ulibarri Estefanía Emilly",20220976,Ingeniería Eléctrica
54002291,"Bernal Oliveira Abril Emiliano",20246814,Educación Primaria
95574791,"Castellanos Ramirez Yasmin Maria Luísa",20235016,Literatura y Lingüística
36544328,"Andrade Olvera Abril Eustaquio",20171378,Física
37769869,"Martinez Martin Ana Laura Maya",20209785,Arquitectura
60218109,"Checa Pérez Maximo Lara",20177231,Administración
92669333,"Palma Porta Sergio Ana Paula",20211786,Ingeniería Electrónica
32232872,"Gonzáles Pina Alma Pedro Lucas",20246752,Farmacia y Bioquímica
11501037,"Aponte Mendes Bautista Ramón",20242809,Trabajo Social
16208163,"Cuenca Pacheco Tobias Luis",20178463,Farmacia y Bioquímica
51051691,"Campo Lopez Milo Julia",20185945,Medicina Humana
99998772,"Mendez Arriaga Leidy Miguel Angel",20208699,Ingeniería Eléctrica
51987208,"Barbosa Hernandez Gerónimo Uriel",20246311,Contabilidad
14584601,"Maya Fernandez Vinícius Gilberto",20181330,Medicina Humana
79040640,"Fábregas Fernández Juan Pablo Aroa",20173261,Física
79990308,"Ariza Abril Santiago Sophie",20227028,Ingeniería Geológica
87088991,"Trujillo Lladó Juan Francisco Juan Cruz",20253892,Educación Secundaria - Matemática y Física
57492569,"Gonzalez Coronel René Luz",20203613,Historia
63708012,"Gomez Alzate Cornelio Ana",20238384,Biología
29238138,"Palma Hernández Liz Xavier",20210070,Ingeniería Mecánica
23942374,"Batista Gonzalez Kaique Josefina",20205115,Contabilidad
92522789,"Páez Viana Amador Gloria",20253924,Educación Secundaria - Matemática y Física
42846351,"Alemany Silva Gregorio Luis Manuel",20203975,Arquitectura
16256184,"Barragán Peralta Brenda Esmeralda",20221921,Educación Primaria
19346959,"Luna da Rosa Bella Letícia",20203381,Derecho
22360092,"Galarza Cárdenas Pablo Sofia Belen",20201917,Ingeniería Ambiental
16886792,"Uribe Garcia Estiven Luiz Fernando",20255315,Farmacia y Bioquímica
70136239,"Polanco Ramírez Luz Ian Ezequiel",20197323,Enfermería
52392475,"Rodríguez Vaca Juan Manuel Coral",20227706,Ingeniería Eléctrica
20884086,"Maidana Gómez Hellena Valeria",20206637,Educación Inicial
96603133,"Maldonado Alcántar Nelly Sophia",20241939,Matemáticas
84435625,"Gil Gomez Albert Gregorio",20186943,Ingeniería Eléctrica
56259641,"Bustos Henao Fernanda Oliver",20223258,Educación Secundaria - Matemática y Física
46295727,"Rivera Lopez Leocadio Dimas",20197169,Ingeniería Industrial
99266507,"Carvalho Torres Gabriela Benicio",20238610,Química
22166257,"Rendón Meneses Rogelio Mia",20180169,Matemáticas
40118115,"Acosta Molina Flavia Ana",20245141,Administración
83885434,"Diaz González David Brayan",20190205,Matemáticas
17321313,"Pol Fernandez Lucas Sessa",20192469,Matemáticas
64912368,"Sánchez Lima Benicio Emilly",20249645,Trabajo Social
71050209,"Lerma Marín Rufino Mariah",20248193,Trabajo Social
51897212,"Castillo Menéndez Lautaro Osvaldo",20234158,Literatura y Lingüística
24985202,"Peralta Olivé Ramiro Diego",20181412,Odontología
35987171,"Cantón Macedo Flor Mariane",20180845,Contabilidad
49189770,"Tapia Cavalcanti Catalina Maxi",20229752,Biología
93153160,"Herrera Méndez Delfina Rhavi",20249530,Psicología
38487762,"Viera Villanueva Isabel Nicodemo",20171443,Sociología
69810286,"Rodríguez Rodríguez Guiomar Maria Isis",20182096,Literatura y Lingüística
20556809,"Alcala Martínez Josefina Heloisa",20180262,Ingeniería Geológica
94132628,"Barajas Rodríguez Yéssica Santino Nicolas",20232006,Ingeniería Geológica
18328816,"Ramírez Prada María Espartaco",20183740,Ingeniería Geológica
55328326,"Barceló Pacheco Sofía Théo",20203755,Literatura y Lingüística
69326646,"Monsalve Jaimes Angélica Heloísa",20184368,Administración
13590684,"Silva Cáceres Carolina Natalia",20207500,Ingeniería Mecánica
15590967,"Reyna Martinez Salvador Sancho",20183477,Administración
61977602,"Olivera Martínez Lilia Ruperta",20255518,Historia
64100886,"Núñez Herrera Emma Sofia",20213342,Derecho
93016841,"Martinez Roybal Ana Vitória Rosa",20232223,Ingeniería Ambiental
87338135,"Velásquez de Jesús Pedro Michel",20241788,Ingeniería Electrónica
59579199,"Fernández da Conceição Clemente Jenaro",20251336,Química
66505096,"Farias Lerma Juan Manuel Guillermina",20204939,Física
15509532,"Melo Galvis Laura Andrea",20243547,Enfermería
95519506,"Cal Albuquerque Fidel Francisca",20250626,Sociología
59152274,"Hernández da Cruz Manuela Cintia",20195087,Sociología
37694978,"Villareal Olivera Ángela Maitê",20173614,Administración
51483643,"Correa Cavalcante Delia Miriam",20180593,Farmacia y Bioquímica
84326611,"Escalona Cuadrado João Isabel",20191307,Trabajo Social
31324876,"Garica Barrios Samu Moisés",20208470,Ingeniería Eléctrica
71593465,"Duarte Gordillo Delfina Gregorio",20218377,Enfermería
53913551,"Mateu Gomez María Elena Yeni",20214241,Biología
43342381,"Rodriguez Montez Malena Davi",20178075,Ingeniería Ambiental
40654822,"Reyes Aguirre Elena Fernando",20174466,Arquitectura
78331943,"Aguilar Cintrón Enith Bernardo",20192614,Biología
23227361,"da Cruz de León Carlos Alirio",20230072,Ingeniería Electrónica
49140720,"Báez Quiñónez Pilar Benicio",20222393,Medicina Humana
23841145,"Robledo Melo Úrsula Fabricio",20249890,Medicina Humana
95680918,"Cardona Medina Angel Gabriel Adelia",20204101,Arquitectura
69739678,"Pereyra Casas Martina Hector",20182355,Ingeniería Eléctrica
88133025,"Gonçalves Sosa Vicente Julio César",20177993,Psicología
85914592,"Bustamante Cunha Isabelly Leandro",20256942,Ingeniería Eléctrica
29268584,"Rios Ribeiro Marisol Delfina",20197917,Física
20688804,"Lopez Medrano Elias Ana",20238027,Administración
96388720,"Barberá Lopez Laura Daniel",20249408,Literatura y Lingüística
28352720,"Garcia Suárez Johanna María",20204003,Sociología
40179041,"Navarrete Garcia Emilia María Cristina",20217006,Matemáticas
13972796,"Lovato Acuña Carmenza Pedro",20183593,Psicología
53895264,"Escamilla Pereira Emiro Nazaret",20213696,Educación Secundaria - Matemática y Física
13838411,"Baños Fonseca Virginia Mateo Agustin",20238222,Arquitectura
91243245,"Parada Armengol Bryan Tiziano",20258889,Enfermería
13061590,"Maidana León Nathan Camila",20244324,Ingeniería Geológica
40488687,"Gonçalves Ramón Augusto Teresa",20191012,Educación Primaria
63635870,"Rojas Nájera Maricela Damián",20234171,Economía
42253998,"Gutiérrez Bañuelos Leonardo Pío",20217428,Educación Inicial
44351057,"Ocampo Morales Liliana José",20192805,Trabajo Social
87689552,"Acedo Carro Macarena Mateo",20206372,Comunicación Social
50489396,"Gaitán Ramírez Adelaida Hernán",20235558,Ingeniería Civil
75860141,"Grau Agudelo Iker Leandro",20243886,Sociología
28129971,"Cabrera Medina Sigfrido Rosa",20213291,Historia
83657797,"Badillo Correia Benício Hilda",20178972,Enfermería
97742721,"Cruz Gómez Brunilda Emiliano",20220411,Trabajo Social
34625168,"Martins Ruiz Mariah Benicio",20198182,Arquitectura
15128977,"Figueroa Galvis Verónica Flavio",20208302,Literatura y Lingüística
96206338,"Carrasco Reina Helena Juan",20238824,Literatura y Lingüística
36538087,"Sainz Gonzalez Felipe Ofelia",20251984,Sociología
87249373,"Maza Rojas Zacarías Alice",20217464,Ingeniería Civil
98361906,"Aragonés Alvarez Guilherme Judith",20176262,Física
55876347,"Aguilera Navas Emanuella Estefanía",20201755,Arquitectura
27050538,"Rozas Luna Mauricio Ana Carolina",20179186,Administración
22697705,"Ríos Herrera Frida María Cristina",20195806,Medicina Humana
27576039,"Gelabert Navarro José Pedro Raquel",20250039,Ingeniería Mecánica
70548492,"Valcárcel Olivo Flor Calebe",20224835,Educación Inicial
93342805,"Costa Ortiz Julia Chus",20207318,Ingeniería de Sistemas
73625194,"Galván Rodríguez Daniela Adrián",20217416,Ingeniería Industrial
45541403,"Botello Gonzalez David Salma",20253024,Literatura y Lingüística
67905406,"Arias Barbosa Andrea Omar",20231027,Ingeniería Civil
82924753,"Cunha Ferreira Facundo Julián",20213158,Comunicación Social
65911034,"Ramírez Cassiano Lunna Elvira",20250028,Derecho
59644567,"Monteiro de Jesús Luis Tiziano",20235300,Trabajo Social
12902552,"Abella Castañeda Pilar Modesta",20184535,Medicina Humana
66689530,"Olivera Duque Thiago Joaquin Natalia",20181970,Ingeniería Electrónica
35615432,"Rangel Alvarez Thiago Andrés",20234457,Arquitectura
68153378,"Castro Duarte Thiago Nicolas Reina",20179685,Ingeniería Electrónica
42518747,"Espinoza Rodríguez Mercedes Ravi",20221159,Arquitectura
92511785,"Ugarte Noriega Armando Andrea",20215153,Ingeniería Industrial
43233109,"López Benet Ruth Ángel",20195406,Psicología
77530871,"Garcia Concepción Martina Calixto",20198034,Educación Primaria
92296938,"Moura Chavez Nicolás Melina",20245680,Arquitectura
41388210,"Mesa Perea Erick María Belén",20241895,Educación Primaria
23955191,"Moraes Rodríguez Severiano León",20170536,Ingeniería Electrónica
98269494,"Conde Sabater Gabrielly Cecilia",20245384,Enfermería
66897761,"Bayón Jesus Luara Natividad",20216983,Ingeniería Civil
69643860,"Duque Nunes Candela Cecilia",20232664,Ingeniería de Sistemas
89873120,"Hernández Ordóñez Íñigo Irma",20208770,Farmacia y Bioquímica
14156265,"Anaya Bayo Breno Daniela",20247618,Ingeniería Civil
38449160,"Cavalcante Mendes Amada Nicole",20199527,Administración
86046355,"Higueras Martínez Valentino Hadassa",20202600,Educación Primaria
91648822,"Pastor Llamas Pedro Giovanny",20253216,Educación Primaria
37549241,"Ferreyra Azevedo Sergio Sessa",20244295,Sociología
31502141,"Moreira Rodríguez Leonardo Igor",20224297,Contabilidad
74088926,"Rodriguez Revilla Aura Caridad",20223365,Ingeniería Industrial
51704371,"Castro Amaya Enrico Gerardo",20196036,Educación Primaria
71035663,"Diaz Amat Luz Hipólito",20187125,Psicología
30125975,"Cunha Ramis Jacinto Pietra",20215557,Derecho
76479311,"Mendoza Ramos Diego Alejandra",20204187,Física
17793558,"Ortega Hernández Isabelly Carolina",20245265,Ingeniería Eléctrica
92577418,"Morales Alvarez Rosa Alfonsina",20244049,Comunicación Social
59898343,"Martínez Murcia Esteban Delfina",20232641,Historia
57030766,"Alvarez Guzman Igor Maria Fernanda",20234620,Educación Primaria
57080461,"Montes Soriano Jorge Brayan",20244532,Comunicación Social
40891093,"Pereira Ochoa Alma Mia Milena",20214732,Enfermería
48259968,"Cabanillas Mendoza David Luis",20251356,Educación Secundaria - Matemática y Física
38919793,"Ayala Vélez Mathias María",20248062,Historia
10853705,"Peña Aguilera Rafael Paco",20255861,Ingeniería Eléctrica
52684856,"Sanchez Sánchez Aldonza Alexander",20247788,Matemáticas
93040887,"Lopes Alcala Rocío Matilda",20218686,Química
93633929,"Mares Fernandez Emanuelly James",20232308,Contabilidad
95627419,"Ramírez das Neves Facundo Araceli",20215075,Ingeniería Electrónica
32952487,"Díaz Talavera Brayan Diego",20207080,Literatura y Lingüística
86026398,"Zapata Gallego Diego Augusto",20186293,Ingeniería Civil
57021298,"Alcolea Flores Benjamin Fanny",20249586,Enfermería
73431181,"Borrego Paez Arturo Rosa",20172332,Historia
65257431,"Rojas Rendón Dante Pilar",20171193,Derecho
87453697,"Cunha Garibay Efrén Inés",20222632,Economía
61150769,"Ros Jurado Paula Cecilia",20213533,Comunicación Social
55996641,"Romero Cirino Tatiana Cecilia",20226264,Biología
70332707,"Cardoso Zelaya Antonio Ruth",20232457,Economía
71437146,"Gascón Castillo Sara Ana Cecília",20227717,Ingeniería Eléctrica
43068724,"Fernández Durán Facundo Cristhian",20231994,Economía
17179441,"Ramirez Lopez Francisco Clara",20184186,Trabajo Social
53061371,"da Conceição Reyes Socorro Francesca",20234740,Contabilidad
83148735,"Mateu Perez Jaime Cristian",20242620,Trabajo Social
76535232,"Gomez Gomez Silvano Leticia",20259838,Ingeniería Civil
51919743,"Lerma Angulo Cristina Jafet",20224540,Odontología
33054778,"Ardila Hoz Delfina Antony",20176113,Comunicación Social
42199374,"Navarro Dias Dante Humberto",20231967,Educación Secundaria - Matemática y Física
28089196,"Castejón Ramírez Andrea Katerine",20259364,Biología
65583650,"Bustos Dias Alex Mia Morena",20214770,Ingeniería Industrial
50553667,"Maidana Serna Armando Yan",20199726,Ingeniería Geológica
17148377,"Garcia Sabater Breno Domitila",20212489,Contabilidad
94087014,"Sauceda Ballesteros Duilio Lucía",20210460,Ingeniería Electrónica
88572148,"Cedillo Muñoz Alexia Gladys",20211509,Educación Secundaria - Matemática y Física
19293226,"Anaya Rodriguez Maria Luz Paulo",20234488,Física
84902243,"Paz da Costa Kaique Lara",20207447,Ingeniería Industrial
89287194,"Martinez Pereyra Marisol Carmen",20234325,Trabajo Social
14947272,"Baró Cavalcanti Alfredo Benjamin",20220743,Matemáticas
41630383,"Torres Marrero Bruno Marly",20170538,Educación Primaria
17220456,"Anguiano das Neves Hipólito Johana",20184384,Odontología
89661015,"Lopez Lopez José María Martha",20256668,Ingeniería de Sistemas
76800094,"Castro Feliciano Juan Ruby",20205680,Ingeniería Mecánica
46760203,"Romero Pinto Óscar Henry",20209000,Ingeniería Eléctrica
18657592,"Lopez Flores Cauã Francisco",20227775,Biología
31933035,"Medina Martin Bruno Maxi",20224495,Ingeniería Industrial
30101116,"Rolón Romero Isadora Hector",20202910,Arquitectura
45067466,"Miranda Duarte Ana Luiza Mayte",20195995,Psicología
96263775,"Lopez Caballero Yeni Antonella",20219116,Ingeniería de Sistemas
43357425,"Cárdenas Gonzalez Yeny Erick",20208716,Administración
16005880,"Camargo Olmo Esteban Diana",20205407,Odontología
73129043,"Acero González Abilio Aida",20240242,Ingeniería Eléctrica
